City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
505,San Quintin,MX,95.61,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
506,Muros,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
507,Belem De Sao Francisco,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
508,Hualmay,PE,66.72,clear sky,-4.5772,-81.2719,Hostal Oro Negro
509,Umm Lajj,SA,91.54,few clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
510,Mansa,IN,88.05,clear sky,29.9833,75.3833,STARiHOTEL Mansa
511,Badarpur,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
512,Utiroa,KI,81.81,light rain,3.0707,172.7902,Isles Sunset Lodge
513,Kattivakkam,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
516,Surman,LY,78.85,clear sky,31.7561,25.0865,بورتو بردية
518,Wanning,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
523,Boffa,GN,70.61,moderate rain,9.2667,-9.0167,Hotel Seka Seka
524,Asau,RO,63.52,few clouds,46.4333,26.4,Casa Mika Ciobanus
525,Manitowoc,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
527,Zhanakorgan,KZ,64.2,clear sky,47.9714,80.4392,ХАН
528,Hanzhong,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
529,New Ulm,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
530,Yining,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
531,Mahanoro,MG,66.43,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
532,Ketchikan,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
533,Kaihua,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
534,Aqtobe,KZ,64.2,clear sky,47.9714,80.4392,ХАН
535,Santa Isabel Do Rio Negro,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
536,Angoche,MZ,66.92,clear sky,-23.865,35.3833,Oceano
538,Serenje,IN,88.05,clear sky,29.9833,75.3833,STARiHOTEL Mansa
539,Fortuna,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
543,Slave Lake,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
544,Erdenet,MN,65.07,few clouds,45.7625,106.2708,В.Ганбат
545,Pochutla,MX,95.61,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
546,Lenoir,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
548,Morondava,MG,66.43,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
549,Kampong Thum,KH,77.38,overcast clouds,13.5859,102.9737,Pyramid Hotel
550,Ukiah,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
551,Puerto Del Rosario,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
552,Haian,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
553,Taylors,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
555,San Policarpo,PH,78.6,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
557,Huntsville,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
558,Mattru,CA,80.91,overcast clouds,43.7501,-81.7165,Harmony Inn
559,Gazli,UZ,82.49,clear sky,37.2242,67.2783,Hotel Sharq
563,Valpoi,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
565,Qui Nhon,VN,79.52,overcast clouds,13.7667,109.2333,Seagull Hotel
566,Los Llanos De Aridane,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
567,Kefamenanu,ID,74.01,overcast clouds,-5.1241,120.253,Wisma Sandika
568,Karimganj,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
569,Miraflores,CO,80.69,broken clouds,6.189,-67.4859,Casa Hotel Victoria
570,Sindi,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
572,Loandjili,CG,79.07,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
573,Ormara,PK,87.76,few clouds,28.8947,64.4101,Sanjrani House
576,Tecolutla,MX,95.61,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
577,Barawe,SO,76.32,clear sky,9.4942,50.8122,JABIR HOTEL
580,Abbotsford,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
581,Obidos,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
582,Nanyuki,KE,64.44,broken clouds,2.3284,37.9899,Chicho Hotel
583,Sterling,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
584,Winslow,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
585,Saint Anthony,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
586,Susangerd,IR,79.88,clear sky,37.4727,49.4622,هتل بیاچ
587,Zanjan,IR,79.88,clear sky,37.4727,49.4622,هتل بیاچ
592,Yima,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
593,Aklavik,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
597,Kandrian,PG,80.19,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
598,Kenora,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
599,Abonnema,NG,71.74,overcast clouds,9.2,12.4833,Muna Hotel
601,Khangarh,PK,87.76,few clouds,28.8947,64.4101,Sanjrani House
602,Hobyo,SO,76.32,clear sky,9.4942,50.8122,JABIR HOTEL
603,Bara,SD,77.81,overcast clouds,12.35,29.25,حامد محمد نور
605,Bar Harbor,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
606,Riverton,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
607,Erenhot,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
608,Cumana,VE,89.71,overcast clouds,10.0644,-72.545,hotel el markes
609,Silver City,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
610,Ludwigsfelde,DE,73.83,overcast clouds,50.4,8.1667,Landhaus Schaaf
611,Nalut,LY,78.85,clear sky,31.7561,25.0865,بورتو بردية
613,Camana,PE,66.72,clear sky,-4.5772,-81.2719,Hostal Oro Negro
614,Aljezur,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
617,Ambon,ID,74.01,overcast clouds,-5.1241,120.253,Wisma Sandika
621,Westlock,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
622,Piatra,RO,69.82,clear sky,43.8167,25.1667,scarlat cottages
623,Ponta Do Sol,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
624,Puerto Escondido,MX,95.61,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
625,Villa Del Rosario,VE,89.71,overcast clouds,10.0644,-72.545,hotel el markes
626,Padang,ID,74.01,overcast clouds,-5.1241,120.253,Wisma Sandika
628,Woodward,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
629,Ribeira Grande,PT,67.42,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
631,Burica,PA,79.02,overcast clouds,9.3592,-79.9014,Sand Diamond Hotel
632,Pithora,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
633,Shingu,JP,78.06,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
635,Paragominas,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
636,Manoel Urbano,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
639,Soavinandriana,MG,66.43,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
640,San Patricio,MX,95.61,few clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
642,Bonthe,CA,80.91,overcast clouds,43.7501,-81.7165,Harmony Inn
643,Sarankhola,BD,80.6,few clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
644,Kinkala,CG,79.07,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
653,Khormuj,IR,79.88,clear sky,37.4727,49.4622,هتل بیاچ
655,Bambanglipuro,ID,74.01,overcast clouds,-5.1241,120.253,Wisma Sandika
656,Mabaruma,MY,82.89,scattered clouds,5.4112,100.3354,Cititel Penang
658,Pangnirtung,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
660,Nizwa,OM,78.89,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
661,Kaele,CM,73.04,overcast clouds,10.1092,14.4508,Hôtel Les Palmiers
662,Jinji,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
663,Guymon,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
664,Monticello,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
667,Port Blair,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
668,Taquarituba,BR,72.95,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
670,Plettenberg Bay,ZA,69.03,clear sky,-33.0153,27.9116,Tu Casa
674,Edson,CA,66.72,overcast clouds,62.456,-114.3525,The Explorer Hotel
675,Banjar,ID,74.01,overcast clouds,-5.1241,120.253,Wisma Sandika
676,Dillon,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
679,Bilma,NE,94.57,broken clouds,18.7369,7.3853,Case de Passage De la Prefecture
681,Fraga,ES,70.02,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
683,Cefa,RO,69.82,clear sky,43.8167,25.1667,scarlat cottages
684,Swellendam,ZA,69.03,clear sky,-33.0153,27.9116,Tu Casa
687,Sur,OM,78.89,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
689,Ugoofaaru,MV,77.36,overcast clouds,-0.6,73.0833,Scoop Guest House
690,Paita,PE,66.72,clear sky,-4.5772,-81.2719,Hostal Oro Negro
691,Ballina,IE,67.1,scattered clouds,51.55,-9.2667,The West Cork Hotel
692,Trat,TH,77.31,overcast clouds,17.1006,100.8374,อี๊ฟกะแอมป์รีสอร์ท EVEKAAMP Resort
694,Livingstonia,MW,67.33,broken clouds,-12.9274,34.2961,Sitima Inn
697,Ca Mau,VN,79.52,overcast clouds,13.7667,109.2333,Seagull Hotel
700,Chino Valley,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
702,Ewa Beach,US,89.51,scattered clouds,39.2333,-95.0336,Suncatcher Lake RV Park
703,Wajima,JP,78.06,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
704,Sinnamary,GF,76.37,overcast clouds,3.1655,-52.3158,La pousada
705,Kota Kinabalu,MY,76.98,light rain,5.9749,116.0724,Gaya Centre Hotel
706,Hun,LY,78.85,clear sky,31.7561,25.0865,بورتو بردية
707,Putina,PE,66.72,clear sky,-4.5772,-81.2719,Hostal Oro Negro
708,Ryotsu,JP,78.06,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
709,Kankon,IN,77.59,broken clouds,19.2,84.6167,Chikiti kalyan mandap
712,El Badari,EG,77.94,clear sky,31.3525,27.2453,Beau Site
713,Druzhba,UZ,82.49,clear sky,37.2242,67.2783,Hotel Sharq
715,Luzhou,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
716,Porto Novo,PT,75.0,clear sky,32.6667,-17.1,Hotel do Campo
717,Lushunkou,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
718,Kuche,CN,79.34,clear sky,39.4547,75.9797,帕米尔青年旅舍
